word,freq_zipf,language,source,n_density,old20,gender
rara,4.41,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",22,1.0,feminine
rareza,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,feminine
raro,4.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",10,1.4,masculine
rasgo,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
raso,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",10,1.4,masculine
rastreo,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,masculine
rastro,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,masculine
rata,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",22,1.0,feminine
ratifica,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
ratificado,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
ratio,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
ratito,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
rato,4.86,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",15,1.0,masculine
raya,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",12,1.25,feminine
rayado,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
rayo,4.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",8,1.5,masculine
raza,4.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",15,1.15,feminine
razonamiento,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.85,masculine
rea,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",28,1.0,feminine
reacciona,3.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
reaccionario,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.05,masculine
reafirma,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
realeza,3.43,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.4,feminine
realismo,3.75,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,masculine
realista,4.1,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,feminine
realiza,4.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
realizaba,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
realizada,4.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.15,feminine
realizado,4.7,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.05,masculine
realizara,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,2.2,feminine
reapertura,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,feminine
rebaja,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,feminine
rebaño,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
rebeca,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
rebecca,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
rebeldía,3.54,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.2,feminine
recambio,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.1,masculine
recarga,3.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
recargo,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,masculine
recaudado,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,masculine
recelo,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
receso,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,masculine
receta,4.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.9,feminine
rechaza,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,feminine
rechazada,3.64,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
rechazado,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
rechazo,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,masculine
reciba,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.7,feminine
recibida,3.92,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,feminine
recibido,4.72,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,masculine
recibiera,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,feminine
recibimiento,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,masculine
recibirlo,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
recibiría,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
recibo,4.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,masculine
recibía,3.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.05,feminine
reciclado,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,masculine
recinto,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,masculine
reclama,3.93,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.1,feminine
reclamaba,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
reclamado,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.4,masculine
reclamo,4.05,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,masculine
recluta,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
recogida,3.87,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
recogido,3.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,masculine
recogía,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
recoja,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,feminine
recoleta,3.34,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,feminine
recomendada,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,feminine
recomendado,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,masculine
recomendaría,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.85,feminine
recomienda,4.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
recompensa,4.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.4,feminine
reconocerlo,3.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.2,masculine
reconocida,4.09,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
reconocido,4.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
reconocía,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,feminine
reconozca,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.8,feminine
reconozco,3.94,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,masculine
reconquista,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.1,feminine
recopila,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.05,feminine
recopilado,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,masculine
recordaba,3.76,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
recordada,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,feminine
recordado,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
recordarlo,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
recordatorio,3.58,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.3,masculine
recorrido,4.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
recrea,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.15,feminine
recreativo,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.4,masculine
recreo,3.74,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.1,masculine
recta,3.95,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
recto,3.81,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.75,masculine
rectora,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,feminine
rectángulo,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.8,masculine
recuento,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.55,masculine
recuerda,4.91,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.1,feminine
recuerdo,5.06,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.1,masculine
recupera,3.8,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
recuperada,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
recuperado,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.4,masculine
recurrido,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
recurso,4.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.5,masculine
recámara,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.0,feminine
redactada,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,feminine
redactado,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.85,masculine
redada,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.0,feminine
redonda,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
redondo,3.82,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
reducida,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.4,feminine
reducido,4.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
redujo,3.81,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
redundancia,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.45,feminine
reduzca,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.85,feminine
reelecto,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
reelegido,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.35,masculine
reembolso,3.37,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.2,masculine
reemplaza,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,3.2,feminine
reemplazada,3.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.65,feminine
reemplazado,3.6,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.2,masculine
reemplazo,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,3.3,masculine
reencuentro,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.05,masculine
referencia,4.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
referida,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,feminine
referido,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
refería,4.0,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,feminine
refiera,3.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,feminine
refiero,4.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
refinada,3.17,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
refinado,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,masculine
refinería,3.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.0,feminine
refleja,4.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.15,feminine
reflejaba,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.05,feminine
reflejada,3.44,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.55,feminine
reflejado,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,masculine
reflejo,4.11,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
reflexiona,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,feminine
reflexivo,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.55,masculine
reforma,4.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.3,feminine
reformada,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.45,feminine
reformado,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,masculine
reformista,3.42,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.65,feminine
reforzada,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.55,feminine
reforzado,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,masculine
refresco,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.8,masculine
refuerza,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.45,feminine
refuerzo,3.73,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
refugiado,3.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
refugio,4.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
regadío,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
regala,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.65,feminine
regalado,3.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.2,masculine
regalo,4.67,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,masculine
regazo,3.25,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.0,masculine
regencia,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.4,feminine
regia,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
regimiento,3.87,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
regina,3.62,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
regio,3.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
registra,3.95,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.4,feminine
registrada,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,feminine
registrado,4.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.4,masculine
registro,4.83,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.55,masculine
regla,4.51,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.8,feminine
reglamento,4.32,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.2,masculine
regresa,4.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.6,feminine
regresaba,3.4,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
regresado,3.68,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.15,masculine
regresara,3.21,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,feminine
regresaría,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.0,feminine
regresiva,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,feminine
regreso,4.71,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.95,masculine
regula,3.78,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.8,feminine
regulada,3.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
regulado,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.25,masculine
reguladora,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,feminine
reina,4.79,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.55,feminine
reinado,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
reinaldo,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
reinicio,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.95,masculine
reino,4.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.85,masculine
reitera,3.3,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.35,feminine
reitero,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.3,masculine
reivindica,3.2,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.55,feminine
reja,3.49,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",8,1.45,feminine
rejilla,3.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,2.5,feminine
relaciona,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.45,feminine
relacionada,4.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.0,feminine
relacionado,4.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.9,masculine
relaja,3.28,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
relajada,3.33,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,feminine
relajado,3.57,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
relata,3.88,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.7,feminine
relativa,4.08,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.55,feminine
relativo,4.04,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.6,masculine
relato,4.38,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,masculine
relevancia,4.07,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,feminine
relevo,3.59,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.35,masculine
religiosa,4.45,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,feminine
religioso,4.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.7,masculine
reliquia,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.75,feminine
rellena,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.0,feminine
relleno,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.35,masculine
relámpago,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.45,masculine
remata,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.75,feminine
remedio,4.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.7,masculine
remera,3.66,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,feminine
remitido,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.4,masculine
remito,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.85,masculine
remo,3.48,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",9,1.45,masculine
remolacha,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,4.0,feminine
remonta,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.3,feminine
remota,3.77,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,feminine
remoto,3.9,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
removido,3.27,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
remunerado,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.5,masculine
renacentista,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,5.55,feminine
renacimiento,3.89,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.25,masculine
renata,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.8,feminine
renato,3.29,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,masculine
rendido,3.46,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,masculine
rendimiento,4.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.75,masculine
reno,3.22,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",7,1.45,masculine
renombrado,3.26,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.45,masculine
renovada,3.52,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.75,feminine
renovado,3.69,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.65,masculine
renta,4.51,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",5,1.6,feminine
renueva,3.47,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.9,feminine
renuncia,4.39,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.9,feminine
renunciado,3.53,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.3,masculine
renuncio,3.24,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,2.3,masculine
reo,3.18,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",26,1.0,masculine
reojo,3.15,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,1.95,masculine
repara,3.14,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",3,1.75,feminine
reparado,3.23,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.0,masculine
reparo,3.12,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.8,masculine
repartido,3.31,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.4,masculine
reparto,4.13,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,1.9,masculine
repaso,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.9,masculine
repentina,3.56,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,3.1,feminine
repentino,3.5,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.95,masculine
repertorio,3.81,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.8,masculine
repetida,3.36,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.5,feminine
repetido,3.63,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",1,2.25,masculine
repetirlo,3.35,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,3.2,masculine
repetía,3.19,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",0,2.65,feminine
repita,3.61,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",2,1.85,feminine
repito,4.16,es,"wordfreq (Speer 2022); gender by canonical -o/-a ending, gerunds excluded",4,1.8,masculine
